,answer_start,answer,title,context,question
385,278,por vários locais,UNIVERSIDADE,"Sobretudo nos EUA, mas também em alguns outros países, existe o conceito de sistema universitário o qual constitui uma organização de cúpula ou federação que agrupa com conjunto de universidades e outras instituições de ensino superior, normalmente distribuídas geograficamente por vários locais. Normalmente, existe um órgão central de administração coletiva do sistema, mas cada universidade constituinte do mesmo mantém a sua própria administração particular, com maior ou menor autonomia em relação ao órgão central. Os sistemas universitários tornaram-se bastante comuns nos EUA no pós-Segunda Guerra Mundial, de modo que quase todos os seus estados dispõem de um ou mais destes sistemas, sob os quais se agrupam as suas universidades públicas, partilhando um nome, uma administração e alguns recursos comuns. Grande parte dos sistemas universitários são referidos como ""universidade"", sendo cada uma das universidades constituintes referida pelo nome do sistema, acrescido de uma designação particular (ex.: a Universidade da Califórnia é o sistema universitário público do Estado da Califórnia, que agrupa a Universidade da Califórnia, Los Angeles e a Universidade da Califórnia, Berkeley, entre outras.).",Como estão distribuídas as universidades e outras instituições de ensino superior nos EUA?
386,584,no pós-Segunda Guerra Mundial,UNIVERSIDADE,"Sobretudo nos EUA, mas também em alguns outros países, existe o conceito de sistema universitário o qual constitui uma organização de cúpula ou federação que agrupa com conjunto de universidades e outras instituições de ensino superior, normalmente distribuídas geograficamente por vários locais. Normalmente, existe um órgão central de administração coletiva do sistema, mas cada universidade constituinte do mesmo mantém a sua própria administração particular, com maior ou menor autonomia em relação ao órgão central. Os sistemas universitários tornaram-se bastante comuns nos EUA no pós-Segunda Guerra Mundial, de modo que quase todos os seus estados dispõem de um ou mais destes sistemas, sob os quais se agrupam as suas universidades públicas, partilhando um nome, uma administração e alguns recursos comuns. Grande parte dos sistemas universitários são referidos como ""universidade"", sendo cada uma das universidades constituintes referida pelo nome do sistema, acrescido de uma designação particular (ex.: a Universidade da Califórnia é o sistema universitário público do Estado da Califórnia, que agrupa a Universidade da Califórnia, Los Angeles e a Universidade da Califórnia, Berkeley, entre outras.).",Quando as universidades se tornaram bastante comuns nos EUA?
387,765,"nome, uma administração e alguns recursos comuns",UNIVERSIDADE,"Sobretudo nos EUA, mas também em alguns outros países, existe o conceito de sistema universitário o qual constitui uma organização de cúpula ou federação que agrupa com conjunto de universidades e outras instituições de ensino superior, normalmente distribuídas geograficamente por vários locais. Normalmente, existe um órgão central de administração coletiva do sistema, mas cada universidade constituinte do mesmo mantém a sua própria administração particular, com maior ou menor autonomia em relação ao órgão central. Os sistemas universitários tornaram-se bastante comuns nos EUA no pós-Segunda Guerra Mundial, de modo que quase todos os seus estados dispõem de um ou mais destes sistemas, sob os quais se agrupam as suas universidades públicas, partilhando um nome, uma administração e alguns recursos comuns. Grande parte dos sistemas universitários são referidos como ""universidade"", sendo cada uma das universidades constituintes referida pelo nome do sistema, acrescido de uma designação particular (ex.: a Universidade da Califórnia é o sistema universitário público do Estado da Califórnia, que agrupa a Universidade da Califórnia, Los Angeles e a Universidade da Califórnia, Berkeley, entre outras.).",O que as universidades públicas partilham em comum nos EUA?
388,193,é uma única universidade cujas instalações se encontram espalhadas por dois ou mais campi,UNIVERSIDADE,"Um sistema universitário não deve ser confundido com uma universidade de múltiplos campi. Um sistema universitário contém várias universidades, enquanto que uma universidade de múltiplos campi é uma única universidade cujas instalações se encontram espalhadas por dois ou mais campi. Conforme a política de imagem do sistemas universitários e das respectivas universidades constituintes, a associação de uma universidade ao sistema pode ser mais ou menos enfatizada.",O que é uma universidade de múltiplos campi?
389,284,Conforme a política de imagem do sistemas universitários e das respectivas universidades constituintes,UNIVERSIDADE,"Um sistema universitário não deve ser confundido com uma universidade de múltiplos campi. Um sistema universitário contém várias universidades, enquanto que uma universidade de múltiplos campi é uma única universidade cujas instalações se encontram espalhadas por dois ou mais campi. Conforme a política de imagem do sistemas universitários e das respectivas universidades constituintes, a associação de uma universidade ao sistema pode ser mais ou menos enfatizada.",O que define a enfatização de uma universidade ao sistema?
390,72,Universidade do Paraná,UNIVERSIDADE,"No Brasil, a mais antiga instituição com o status de universidade foi a Universidade do Paraná, criada em 1912 e hoje chamada ""Universidade Federal do Paraná"". Há outras instituições de ensino superior brasileiras mais antigas, porém, o fato da continuidade do funcionamento de todos os cursos é o caráter que dá à Universidade do Paraná a condição de mais antiga do país.",Qual a universidade mais antiga do Brasil?
391,127,Universidade Federal do Paraná,UNIVERSIDADE,"No Brasil, a mais antiga instituição com o status de universidade foi a Universidade do Paraná, criada em 1912 e hoje chamada ""Universidade Federal do Paraná"". Há outras instituições de ensino superior brasileiras mais antigas, porém, o fato da continuidade do funcionamento de todos os cursos é o caráter que dá à Universidade do Paraná a condição de mais antiga do país.",Como a Universidade do Paraná é chamada hoje em dia?
392,58,período colonial,UNIVERSIDADE,"O ensino superior no Brasil começou muito antes, ainda no período colonial, com a criação de escolas superiores especializadas, modeladas em escolas semelhantes existentes na Metrópole Portuguesa. Uma das primeiras foi a Real Academia de Artilharia, Fortificação e Desenho, criada em 1792, no Rio de Janeiro, pela Rainha D. Maria I de Portugal, com o fim principal de formar oficiais técnicos e engenheiros militares. Considera-se esta Academia como sendo a primeira escola superior de engenharia das Américas e uma das primeiras do mundo, estando na origem remota dos atuais Instituto Militar de Engenharia e Escola Politécnica da Universidade Federal do Rio de Janeiro. Segundo o modelo português, a nenhuma destas escolas foi atribuído o status de universidade, o qual era reservado em todo o Império Português à Universidade de Coimbra (mesmo em Portugal, com excepção da Universidade de Évora, com existência breve, as diversas instituições de ensino superiores existentes fora de Coimbra só alcançaram o status de universidades em 1911).",Quando começou o ensino superior no Brasil?
393,221,"Real Academia de Artilharia, Fortificação e Desenho",UNIVERSIDADE,"O ensino superior no Brasil começou muito antes, ainda no período colonial, com a criação de escolas superiores especializadas, modeladas em escolas semelhantes existentes na Metrópole Portuguesa. Uma das primeiras foi a Real Academia de Artilharia, Fortificação e Desenho, criada em 1792, no Rio de Janeiro, pela Rainha D. Maria I de Portugal, com o fim principal de formar oficiais técnicos e engenheiros militares. Considera-se esta Academia como sendo a primeira escola superior de engenharia das Américas e uma das primeiras do mundo, estando na origem remota dos atuais Instituto Militar de Engenharia e Escola Politécnica da Universidade Federal do Rio de Janeiro. Segundo o modelo português, a nenhuma destas escolas foi atribuído o status de universidade, o qual era reservado em todo o Império Português à Universidade de Coimbra (mesmo em Portugal, com excepção da Universidade de Évora, com existência breve, as diversas instituições de ensino superiores existentes fora de Coimbra só alcançaram o status de universidades em 1911).",Qual foi uma das primeiras escolas superiores especializadas do Brasil?
394,293,Rio de Janeiro,UNIVERSIDADE,"O ensino superior no Brasil começou muito antes, ainda no período colonial, com a criação de escolas superiores especializadas, modeladas em escolas semelhantes existentes na Metrópole Portuguesa. Uma das primeiras foi a Real Academia de Artilharia, Fortificação e Desenho, criada em 1792, no Rio de Janeiro, pela Rainha D. Maria I de Portugal, com o fim principal de formar oficiais técnicos e engenheiros militares. Considera-se esta Academia como sendo a primeira escola superior de engenharia das Américas e uma das primeiras do mundo, estando na origem remota dos atuais Instituto Militar de Engenharia e Escola Politécnica da Universidade Federal do Rio de Janeiro. Segundo o modelo português, a nenhuma destas escolas foi atribuído o status de universidade, o qual era reservado em todo o Império Português à Universidade de Coimbra (mesmo em Portugal, com excepção da Universidade de Évora, com existência breve, as diversas instituições de ensino superiores existentes fora de Coimbra só alcançaram o status de universidades em 1911).","Onde foi criada a Real Academia de Artilharia, Fortificação e Desenho?"
395,368,formar oficiais técnicos e engenheiros militares,UNIVERSIDADE,"O ensino superior no Brasil começou muito antes, ainda no período colonial, com a criação de escolas superiores especializadas, modeladas em escolas semelhantes existentes na Metrópole Portuguesa. Uma das primeiras foi a Real Academia de Artilharia, Fortificação e Desenho, criada em 1792, no Rio de Janeiro, pela Rainha D. Maria I de Portugal, com o fim principal de formar oficiais técnicos e engenheiros militares. Considera-se esta Academia como sendo a primeira escola superior de engenharia das Américas e uma das primeiras do mundo, estando na origem remota dos atuais Instituto Militar de Engenharia e Escola Politécnica da Universidade Federal do Rio de Janeiro. Segundo o modelo português, a nenhuma destas escolas foi atribuído o status de universidade, o qual era reservado em todo o Império Português à Universidade de Coimbra (mesmo em Portugal, com excepção da Universidade de Évora, com existência breve, as diversas instituições de ensino superiores existentes fora de Coimbra só alcançaram o status de universidades em 1911).","Qual era o objetivo da Real Academia de Artilharia, Fortificação e Desenho?"
396,816,Universidade de Coimbra,UNIVERSIDADE,"O ensino superior no Brasil começou muito antes, ainda no período colonial, com a criação de escolas superiores especializadas, modeladas em escolas semelhantes existentes na Metrópole Portuguesa. Uma das primeiras foi a Real Academia de Artilharia, Fortificação e Desenho, criada em 1792, no Rio de Janeiro, pela Rainha D. Maria I de Portugal, com o fim principal de formar oficiais técnicos e engenheiros militares. Considera-se esta Academia como sendo a primeira escola superior de engenharia das Américas e uma das primeiras do mundo, estando na origem remota dos atuais Instituto Militar de Engenharia e Escola Politécnica da Universidade Federal do Rio de Janeiro. Segundo o modelo português, a nenhuma destas escolas foi atribuído o status de universidade, o qual era reservado em todo o Império Português à Universidade de Coimbra (mesmo em Portugal, com excepção da Universidade de Évora, com existência breve, as diversas instituições de ensino superiores existentes fora de Coimbra só alcançaram o status de universidades em 1911).",A qual universidade era reservado o status de Universidade em Portugal?
397,22,a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",O que é análise de sistemas?
398,507,softwares,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",O que os profissionais da área geram?
399,552,hardwares,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",Onde são executados os softwares gerados pelos profissionais da área?
400,590,usuários,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",Por quem são operados os softwares gerados pelos profissionais da área?
401,844,análise do sistema e na administração de sistemas computacionais,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",Em que se concentram as responsabilidades do analista de sistemas?
402,1033,analista de sistemas,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",Quem é o responsável pelo levantamento de informações sobre uma empresa?
403,1142,no desenvolvimento de um sistema para a mesma,ANALISE_DE_SISTEMAS,"Análise de sistemas é a atividade que tem como finalidade a realização de estudos de processos a fim de encontrar o melhor caminho racional para que a informação possa ser processada. Os analistas de sistemas estudam os diversos sistemas existentes entre hardwares (equipamentos), softwares (programas) e o usuário final. Os seus comportamentos e aplicações são desenvolvidos a partir de soluções que serão padronizadas e transcritas da forma que o computador possa executar. Os profissionais da área geram softwares (programas), que são executados em hardwares (equipamentos) operados por usuários (indivíduos), preparados e treinados em procedimentos operacionais padronizados, dotados de conhecimentos do software e hardware para seu trabalho. A partir de então a análise de sistemas é uma profissão cujas responsabilidades concentram-se na análise do sistema e na administração de sistemas computacionais. Cabe a este profissional parte da organização, implantação e manutenção de aplicativos e redes de computadores, ou seja, o analista de sistemas é o responsável pelo levantamento de informações sobre uma empresa a fim de utilizá-las no desenvolvimento de um sistema para a mesma ou para o levantamento de uma necessidade específica do cliente para desenvolver este programa específico com base nas informações colhidas.",Onde são utilizadas as informações levantadas sobre uma empresa?
404,313,ausência de restrições para o exercício do cargo,ANALISE_DE_SISTEMAS,"O profissional geralmente possui conhecimento adquirido em faculdades de Sistemas de informação, Sistemas para Internet, Ciência da computação, Análise de sistemas, Engenharia da Computação, Engenharia de Software, Processamento de dados, Informática, Licenciatura em Computação ou outros cursos similares, mas a ausência de restrições para o exercício do cargo permite a profissionais capacitados de outras áreas ou mesmo que não possuem educação superior cumprirem este papel nas empresas. Como é uma ênfase, o foco e o núcleo de trabalho está voltado para o processo de desenvolvimento de software, levando em conta a área tecnológica em que irá auxiliar. O analista de sistemas deve servir como um tradutor entre as necessidades do usuário e o programa a ser desenvolvido pelo programador. Para isto, deve ter conhecimento abrangente da área de negócio na qual o sistema será desenvolvido, a fim de que possa implementar corretamente as regras de negócio.",O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
405,702,tradutor entre as necessidades do usuário e o programa a ser desenvolvido pelo programador,ANALISE_DE_SISTEMAS,"O profissional geralmente possui conhecimento adquirido em faculdades de Sistemas de informação, Sistemas para Internet, Ciência da computação, Análise de sistemas, Engenharia da Computação, Engenharia de Software, Processamento de dados, Informática, Licenciatura em Computação ou outros cursos similares, mas a ausência de restrições para o exercício do cargo permite a profissionais capacitados de outras áreas ou mesmo que não possuem educação superior cumprirem este papel nas empresas. Como é uma ênfase, o foco e o núcleo de trabalho está voltado para o processo de desenvolvimento de software, levando em conta a área tecnológica em que irá auxiliar. O analista de sistemas deve servir como um tradutor entre as necessidades do usuário e o programa a ser desenvolvido pelo programador. Para isto, deve ter conhecimento abrangente da área de negócio na qual o sistema será desenvolvido, a fim de que possa implementar corretamente as regras de negócio.",Para o que o analista de sistemas deve servir?
406,781,programador,ANALISE_DE_SISTEMAS,"O profissional geralmente possui conhecimento adquirido em faculdades de Sistemas de informação, Sistemas para Internet, Ciência da computação, Análise de sistemas, Engenharia da Computação, Engenharia de Software, Processamento de dados, Informática, Licenciatura em Computação ou outros cursos similares, mas a ausência de restrições para o exercício do cargo permite a profissionais capacitados de outras áreas ou mesmo que não possuem educação superior cumprirem este papel nas empresas. Como é uma ênfase, o foco e o núcleo de trabalho está voltado para o processo de desenvolvimento de software, levando em conta a área tecnológica em que irá auxiliar. O analista de sistemas deve servir como um tradutor entre as necessidades do usuário e o programa a ser desenvolvido pelo programador. Para isto, deve ter conhecimento abrangente da área de negócio na qual o sistema será desenvolvido, a fim de que possa implementar corretamente as regras de negócio.",Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
407,894,a fim de que possa implementar corretamente as regras de negócio,ANALISE_DE_SISTEMAS,"O profissional geralmente possui conhecimento adquirido em faculdades de Sistemas de informação, Sistemas para Internet, Ciência da computação, Análise de sistemas, Engenharia da Computação, Engenharia de Software, Processamento de dados, Informática, Licenciatura em Computação ou outros cursos similares, mas a ausência de restrições para o exercício do cargo permite a profissionais capacitados de outras áreas ou mesmo que não possuem educação superior cumprirem este papel nas empresas. Como é uma ênfase, o foco e o núcleo de trabalho está voltado para o processo de desenvolvimento de software, levando em conta a área tecnológica em que irá auxiliar. O analista de sistemas deve servir como um tradutor entre as necessidades do usuário e o programa a ser desenvolvido pelo programador. Para isto, deve ter conhecimento abrangente da área de negócio na qual o sistema será desenvolvido, a fim de que possa implementar corretamente as regras de negócio.",Por que o analista de sistemas deve traduzir a necessidade do usuário?
408,103,Curso Superior de Tecnologia,ANALISE_DE_SISTEMAS,"O tecnólogo em análise e desenvolvimento de sistemas é um profissional de nível superior formado em um Curso Superior de Tecnologia. Essa modalidade de graduação visa formar profissionais para atender campos específicos do mercado de trabalho. Seu formato, portanto, é mais compacto, com duração média menor que a dos cursos de graduação tradicionais. Sendo um profissional de nível superior, os tecnólogos podem dar continuidade ao seus estudos cursando a pós-graduação Stricto sensu (Mestrado e Doutorado) e Lato sensu (Especialização). A designação atual da profissão foi estabelecida pelo Decreto 2208 de 17 de abril de 1997. Análise de sistemas é a atividade que tem como finalidade realizar estudos de processos a fim de encontrar o melhor e mais racional caminho para que a informação possa ser processada. No Brasil, o Conselho Regional de Administração (CRA), conforme regulamentação do Conselho Federal de Administração (CFA), emitem a carteira profissional dos Analistas de Sistemas que tenham concluído o curso universitário com ênfase em Análise de Sistemas.",Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
409,167,formar profissionais para atender campos específicos do mercado de trabalho,ANALISE_DE_SISTEMAS,"O tecnólogo em análise e desenvolvimento de sistemas é um profissional de nível superior formado em um Curso Superior de Tecnologia. Essa modalidade de graduação visa formar profissionais para atender campos específicos do mercado de trabalho. Seu formato, portanto, é mais compacto, com duração média menor que a dos cursos de graduação tradicionais. Sendo um profissional de nível superior, os tecnólogos podem dar continuidade ao seus estudos cursando a pós-graduação Stricto sensu (Mestrado e Doutorado) e Lato sensu (Especialização). A designação atual da profissão foi estabelecida pelo Decreto 2208 de 17 de abril de 1997. Análise de sistemas é a atividade que tem como finalidade realizar estudos de processos a fim de encontrar o melhor e mais racional caminho para que a informação possa ser processada. No Brasil, o Conselho Regional de Administração (CRA), conforme regulamentação do Conselho Federal de Administração (CFA), emitem a carteira profissional dos Analistas de Sistemas que tenham concluído o curso universitário com ênfase em Análise de Sistemas.",O que curso superior em análise e desenvolvimento de sistemas visa?
410,593,Decreto 2208 de 17 de abril de 1997,ANALISE_DE_SISTEMAS,"O tecnólogo em análise e desenvolvimento de sistemas é um profissional de nível superior formado em um Curso Superior de Tecnologia. Essa modalidade de graduação visa formar profissionais para atender campos específicos do mercado de trabalho. Seu formato, portanto, é mais compacto, com duração média menor que a dos cursos de graduação tradicionais. Sendo um profissional de nível superior, os tecnólogos podem dar continuidade ao seus estudos cursando a pós-graduação Stricto sensu (Mestrado e Doutorado) e Lato sensu (Especialização). A designação atual da profissão foi estabelecida pelo Decreto 2208 de 17 de abril de 1997. Análise de sistemas é a atividade que tem como finalidade realizar estudos de processos a fim de encontrar o melhor e mais racional caminho para que a informação possa ser processada. No Brasil, o Conselho Regional de Administração (CRA), conforme regulamentação do Conselho Federal de Administração (CFA), emitem a carteira profissional dos Analistas de Sistemas que tenham concluído o curso universitário com ênfase em Análise de Sistemas.",Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
411,827,Conselho Regional de Administração,ANALISE_DE_SISTEMAS,"O tecnólogo em análise e desenvolvimento de sistemas é um profissional de nível superior formado em um Curso Superior de Tecnologia. Essa modalidade de graduação visa formar profissionais para atender campos específicos do mercado de trabalho. Seu formato, portanto, é mais compacto, com duração média menor que a dos cursos de graduação tradicionais. Sendo um profissional de nível superior, os tecnólogos podem dar continuidade ao seus estudos cursando a pós-graduação Stricto sensu (Mestrado e Doutorado) e Lato sensu (Especialização). A designação atual da profissão foi estabelecida pelo Decreto 2208 de 17 de abril de 1997. Análise de sistemas é a atividade que tem como finalidade realizar estudos de processos a fim de encontrar o melhor e mais racional caminho para que a informação possa ser processada. No Brasil, o Conselho Regional de Administração (CRA), conforme regulamentação do Conselho Federal de Administração (CFA), emitem a carteira profissional dos Analistas de Sistemas que tenham concluído o curso universitário com ênfase em Análise de Sistemas.",Quem emite a carteira profissional dos analistas de sistemas?
412,1051,Análise de Sistemas,ANALISE_DE_SISTEMAS,"O tecnólogo em análise e desenvolvimento de sistemas é um profissional de nível superior formado em um Curso Superior de Tecnologia. Essa modalidade de graduação visa formar profissionais para atender campos específicos do mercado de trabalho. Seu formato, portanto, é mais compacto, com duração média menor que a dos cursos de graduação tradicionais. Sendo um profissional de nível superior, os tecnólogos podem dar continuidade ao seus estudos cursando a pós-graduação Stricto sensu (Mestrado e Doutorado) e Lato sensu (Especialização). A designação atual da profissão foi estabelecida pelo Decreto 2208 de 17 de abril de 1997. Análise de sistemas é a atividade que tem como finalidade realizar estudos de processos a fim de encontrar o melhor e mais racional caminho para que a informação possa ser processada. No Brasil, o Conselho Regional de Administração (CRA), conforme regulamentação do Conselho Federal de Administração (CFA), emitem a carteira profissional dos Analistas de Sistemas que tenham concluído o curso universitário com ênfase em Análise de Sistemas.",Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
413,2,Informática,ANALISE_DE_SISTEMAS,"A Informática ou Tecnologia da Informação é um componente indispensável nas organizações, na medida em que as soluções tecnológicas automatizam processos e são fonte de vantagens competitivas através da análise de cenários, apoio ao processo decisório e definição e implementação de novas estratégias organizacionais. Assim, cresce a preocupação com a coleta, armazenamento, processamento e transmissão da informação, justamente porque a disponibilidade da informação certa é requisito fundamental para a melhoria contínua da qualidade e competitividade organizacionais, o que implica considerar a crescente relevância dos sistemas de informação baseados em computador. Um sistema de informação pode ser definido tecnicamente como “um conjunto de componentes inter-relacionados que coleta (ou recupera), processa, armazena e distribui informações destinadas a apoiar a tomada de decisões, a coordenação e o controle de uma organização. Além de dar suporte ao processo decisório, à coordenação e ao controle, sistemas de informação podem também auxiliar gerentes e trabalhadores a analisar problemas, visualizar situações complexas, e criar novos produtos.” (LAUDON, 2004, p.7).",Qual um componente indispensável nas organizações?
414,144,processos,ANALISE_DE_SISTEMAS,"A Informática ou Tecnologia da Informação é um componente indispensável nas organizações, na medida em que as soluções tecnológicas automatizam processos e são fonte de vantagens competitivas através da análise de cenários, apoio ao processo decisório e definição e implementação de novas estratégias organizacionais. Assim, cresce a preocupação com a coleta, armazenamento, processamento e transmissão da informação, justamente porque a disponibilidade da informação certa é requisito fundamental para a melhoria contínua da qualidade e competitividade organizacionais, o que implica considerar a crescente relevância dos sistemas de informação baseados em computador. Um sistema de informação pode ser definido tecnicamente como “um conjunto de componentes inter-relacionados que coleta (ou recupera), processa, armazena e distribui informações destinadas a apoiar a tomada de decisões, a coordenação e o controle de uma organização. Além de dar suporte ao processo decisório, à coordenação e ao controle, sistemas de informação podem também auxiliar gerentes e trabalhadores a analisar problemas, visualizar situações complexas, e criar novos produtos.” (LAUDON, 2004, p.7).",O que as soluções tecnológicas automatizam?
415,429,porque a disponibilidade da informação certa é requisito fundamental para a melhoria contínua da qualidade e competitividade organizacionais,ANALISE_DE_SISTEMAS,"A Informática ou Tecnologia da Informação é um componente indispensável nas organizações, na medida em que as soluções tecnológicas automatizam processos e são fonte de vantagens competitivas através da análise de cenários, apoio ao processo decisório e definição e implementação de novas estratégias organizacionais. Assim, cresce a preocupação com a coleta, armazenamento, processamento e transmissão da informação, justamente porque a disponibilidade da informação certa é requisito fundamental para a melhoria contínua da qualidade e competitividade organizacionais, o que implica considerar a crescente relevância dos sistemas de informação baseados em computador. Um sistema de informação pode ser definido tecnicamente como “um conjunto de componentes inter-relacionados que coleta (ou recupera), processa, armazena e distribui informações destinadas a apoiar a tomada de decisões, a coordenação e o controle de uma organização. Além de dar suporte ao processo decisório, à coordenação e ao controle, sistemas de informação podem também auxiliar gerentes e trabalhadores a analisar problemas, visualizar situações complexas, e criar novos produtos.” (LAUDON, 2004, p.7).","Por que a preocupação com a coleta, armazenamento, processamento e transmissão da informação cresce?"
